day,state,suscetivel,exposto,infectadoS,infectadoA,recuperado
2020-12-04,RS,0.6882472034687643,0.004301601669338814,0.0006050460924569244,0.004400520597752761,0.30245002291103673
2020-12-05,RS,0.6869439978469115,0.0041896470202383304,0.0005898699971336739,0.004290535765166528,0.3039903441098994
2020-12-06,RS,0.6856760005859649,0.004079502352812312,0.0005749052589546718,0.004182059870120164,0.30549192667149744
2020-12-07,RS,0.6844425611803887,0.003971207716000906,0.0005601594557870432,0.004075149163359302,0.3069553172238135
2020-12-08,RS,0.6832430197172711,0.003864798336911413,0.0005456394903452131,0.003969854995649761,0.3083810821991719
2020-12-09,RS,0.6820767160373901,0.0037603032605622966,0.0005313513101736531,0.0038662217405929103,0.3097698023906304
2020-12-10,RS,0.6809429833731254,0.003657747109545097,0.0005173002315030655,0.003764289183642789,0.3111220748415329
2020-12-11,RS,0.6798411484258857,0.0035571503443673673,0.000503490978411782,0.003664092810885578,0.3124385121797989
2020-12-12,RS,0.6787705426854999,0.0034585283566297108,0.0004899274667566808,0.0035656621816941426,0.3137197340487689
2020-12-13,RS,0.6777304951833005,0.0033618926033718664,0.0004766130319469641,0.003469022625831889,0.31496637129489796
