day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR_sin,SEIIR_sin_beta_variante,SEIIR_asin,SEIIR_asin_beta_variante
2020-12-23,AM,2780,72734,95956,2536,23,734,171,1863
2020-12-24,AM,2758,72081,95936,2517,22,725,162,1840
2020-12-25,AM,2737,71405,95874,2499,21,716,154,1817
2020-12-26,AM,2715,70706,95771,2480,20,707,146,1794
2020-12-27,AM,2694,69987,95626,2462,19,698,139,1771
2020-12-28,AM,2673,69247,95441,2444,18,689,132,1749
2020-12-29,AM,2653,68489,95215,2425,17,681,125,1727
2020-12-30,AM,2632,67713,94949,2407,16,672,119,1705
2020-12-31,AM,2611,66921,94643,2389,15,664,113,1683
2020-03-14,MS,2,50,50,2,50,50,50,46
2020-03-15,MS,2,51,58,4,39,42,59,47
2020-03-16,MS,2,53,63,5,33,36,78,53
2020-03-17,MS,2,54,67,7,30,32,98,61
2020-03-18,MS,3,55,70,8,28,29,118,70
2020-03-19,MS,3,57,73,9,27,27,135,79
2020-03-20,MS,3,58,75,10,27,26,150,88
2020-03-21,MS,4,60,77,11,27,26,163,97
2020-03-22,MS,4,61,79,12,28,26,174,105
2020-03-23,MS,4,63,81,12,28,26,185,114
2020-03-24,MS,5,65,83,13,29,26,194,122
2020-03-25,MS,5,66,85,14,30,27,203,130
2020-03-26,MS,6,68,88,15,30,28,212,138
2020-03-27,MS,7,70,90,16,31,29,220,146
2020-03-28,MS,8,71,92,17,32,30,229,154
2020-03-29,MS,8,73,94,18,33,31,237,163
2020-03-30,MS,9,75,96,19,35,32,246,171
2020-03-31,MS,10,77,99,21,36,34,255,180
2020-04-01,MS,12,79,101,22,37,35,264,190
2020-04-02,MS,13,81,103,23,38,37,273,200
2020-04-03,MS,14,83,106,25,39,39,282,210
2020-04-04,MS,16,85,108,26,41,41,292,221
2020-04-05,MS,18,88,111,28,42,43,302,232
2020-04-06,MS,20,90,114,30,44,45,313,244
2020-04-07,MS,22,92,116,31,45,47,323,256
2020-04-08,MS,25,95,119,33,47,49,334,269
2020-04-09,MS,28,97,122,36,48,52,346,282
2020-04-10,MS,31,99,125,38,50,55,357,297
2020-04-11,MS,34,102,128,40,52,57,370,312
2020-04-12,MS,38,105,131,43,53,60,382,327
2020-04-13,MS,43,107,134,45,55,63,395,344
2020-04-14,MS,48,110,137,48,57,66,409,361
2020-04-15,MS,53,113,140,51,59,70,423,379
2020-04-16,MS,59,116,144,54,61,73,437,398
2020-04-17,MS,66,119,147,58,63,77,452,418
2020-04-18,MS,74,122,151,61,65,81,467,439
2020-04-19,MS,82,125,154,65,67,85,483,461
2020-04-20,MS,98,128,158,69,70,89,500,485
2020-04-21,MS,118,132,162,73,72,93,516,509
2020-04-22,MS,141,135,166,78,74,98,534,534
2020-04-23,MS,169,138,170,83,77,103,552,561
2020-04-24,MS,202,142,174,88,80,108,571,589
2020-04-25,MS,242,146,178,93,82,114,590,619
2020-04-26,MS,289,149,182,99,85,119,610,650
2020-04-27,MS,346,153,186,106,88,125,631,683
2020-04-28,MS,414,157,191,112,91,132,652,717
2020-04-29,MS,496,161,195,119,94,138,674,753
2020-04-30,MS,593,165,200,126,97,145,697,791
2020-05-01,MS,710,170,205,134,100,153,721,833
2020-05-02,MS,849,174,210,143,104,161,745,880
2020-05-03,MS,1016,179,215,152,107,171,770,932
2020-05-04,MS,1100,183,220,161,111,181,796,986
2020-05-05,MS,1112,188,225,171,115,191,823,1045
2020-05-06,MS,1124,193,230,182,119,202,851,1106
2020-05-07,MS,1137,198,236,193,123,214,879,1172
2020-05-08,MS,1150,203,241,205,127,227,909,1242
2020-05-09,MS,1163,208,247,218,131,240,939,1315
2020-05-10,MS,1176,213,253,232,135,254,971,1393
2020-05-11,MS,1189,219,259,246,140,270,1003,1476
2020-05-12,MS,1202,224,265,261,145,285,1037,1563
2020-05-13,MS,1216,230,272,278,149,302,1072,1656
2020-05-14,MS,1229,236,278,295,154,320,1108,1753
2020-05-15,MS,1243,242,285,313,160,339,1145,1857
2020-05-16,MS,1257,248,292,333,165,359,1183,1966
2020-05-17,MS,1271,255,298,354,170,380,1222,2082
2020-05-18,MS,1285,261,306,376,176,403,1263,2205
2020-05-19,MS,1299,268,313,399,182,426,1305,2335
2020-05-20,MS,1314,275,320,424,188,451,1349,2472
2020-05-21,MS,1328,282,328,450,194,478,1393,2617
2020-05-22,MS,1343,289,336,479,201,505,1440,2767
2020-05-23,MS,1358,297,344,508,207,529,1487,2892
2020-05-24,MS,1373,304,352,540,214,549,1537,2993
2020-05-25,MS,1388,312,360,574,221,568,1587,3081
2020-05-26,MS,1403,320,369,609,228,584,1640,3163
2020-05-27,MS,1419,328,378,647,236,600,1694,3242
2020-05-28,MS,1434,337,387,688,244,616,1750,3319
2020-05-29,MS,1450,345,396,731,252,632,1807,3397
2020-05-30,MS,1466,354,405,776,260,647,1866,3476
2020-05-31,MS,1482,363,415,824,269,663,1928,3556
2020-06-01,MS,1498,373,425,876,277,678,1991,3637
2020-06-02,MS,1515,382,435,930,286,694,2056,3720
2020-06-03,MS,1531,392,445,988,296,710,2123,3804
2020-06-04,MS,1548,402,456,1050,305,727,2192,3891
2020-06-05,MS,1565,412,467,1115,315,744,2263,3979
2020-06-06,MS,1582,423,478,1184,326,761,2336,4069
2020-06-07,MS,1599,434,489,1258,336,778,2412,4160
2020-06-08,MS,1617,445,501,1336,347,796,2490,4254
2020-06-09,MS,1634,456,513,1419,358,813,2570,4349
2020-06-10,MS,1652,468,525,1507,370,832,2653,4446
2020-06-11,MS,1670,480,537,1601,381,850,2738,4545
2020-06-12,MS,1688,492,550,1701,394,869,2825,4645
2020-06-13,MS,1706,505,563,1806,406,889,2916,4748
2020-06-14,MS,1725,518,577,1918,419,908,3009,4852
2020-06-15,MS,1743,531,590,2037,432,928,3104,4958
2020-06-16,MS,1762,545,604,2164,446,948,3202,5066
2020-06-17,MS,1781,559,619,2298,460,969,3304,5176
2020-06-18,MS,1800,573,633,2441,475,990,3408,5288
2020-06-19,MS,1819,588,648,2592,490,1011,3515,5402
2020-06-20,MS,1839,603,664,2753,505,1033,3625,5518
2020-06-21,MS,1859,618,679,2918,521,1055,3738,5635
2020-06-22,MS,1878,634,696,3047,537,1078,3854,5755
2020-06-23,MS,1898,650,712,3143,553,1101,3974,5876
2020-06-24,MS,1919,667,729,3216,571,1124,4096,5999
2020-06-25,MS,1939,684,746,3273,588,1147,4222,6125
2020-06-26,MS,1960,701,764,3319,606,1171,4352,6252
2020-06-27,MS,1980,719,782,3356,625,1196,4485,6381
2020-06-28,MS,2001,737,801,3387,644,1220,4621,6512
2020-06-29,MS,2023,756,820,3415,663,1245,4761,6645
2020-06-30,MS,2044,776,839,3439,683,1271,4905,6779
2020-07-01,MS,2066,795,859,3462,704,1296,5052,6916
2020-07-02,MS,2087,816,879,3483,725,1322,5203,7054
2020-07-03,MS,2109,836,900,3503,746,1349,5358,7195
2020-07-04,MS,2131,858,921,3522,768,1376,5516,7337
2020-07-05,MS,2154,880,943,3541,791,1403,5679,7481
2020-07-06,MS,2176,902,965,3560,814,1430,5845,7627
2020-07-07,MS,2199,925,988,3578,838,1458,6015,7774
2020-07-08,MS,2222,948,1011,3597,862,1486,6190,7924
2020-07-09,MS,2245,973,1035,3615,887,1515,6368,8074
2020-07-10,MS,2268,997,1060,3633,912,1543,6550,8227
2020-07-11,MS,2292,1023,1085,3651,938,1573,6736,8381
2020-07-12,MS,2315,1049,1110,3669,964,1602,6927,8537
2020-07-13,MS,2339,1075,1136,3687,991,1632,7121,8695
2020-07-14,MS,2364,1102,1163,3705,1019,1662,7320,8853
2020-07-15,MS,2388,1130,1191,3723,1047,1692,7522,9014
2020-07-16,MS,2412,1159,1219,3741,1076,1723,7729,9176
2020-07-17,MS,2437,1188,1247,3759,1105,1753,7939,9339
2020-07-18,MS,2462,1218,1277,3778,1135,1785,8154,9503
2020-07-19,MS,2487,1249,1307,3796,1165,1816,8373,9669
2020-07-20,MS,2513,1281,1338,3814,1196,1847,8595,9836
2020-07-21,MS,2538,1313,1369,3832,1228,1879,8822,10003
2020-07-22,MS,2564,1346,1401,3851,1260,1911,9052,10172
2020-07-23,MS,2590,1380,1434,3869,1292,1943,9286,10342
2020-07-24,MS,2616,1415,1468,3887,1325,1976,9524,10513
2020-07-25,MS,2643,1451,1502,3906,1359,2008,9766,10684
2020-07-26,MS,2669,1488,1537,3924,1393,2041,10011,10857
2020-07-27,MS,2696,1525,1573,3943,1427,2074,10259,11029
2020-07-28,MS,2723,1563,1610,3961,1462,2107,10511,11203
2020-07-29,MS,2750,1603,1648,3980,1498,2140,10766,11376
2020-07-30,MS,2778,1643,1687,3998,1533,2173,11024,11551
2020-07-31,MS,2805,1684,1726,4017,1570,2206,11285,11725
2020-08-01,MS,2833,1727,1766,4035,1606,2239,11548,11899
2020-08-02,MS,2861,1770,1808,4054,1643,2272,11814,12074
2020-08-03,MS,2890,1814,1850,4073,1680,2306,12083,12248
2020-08-04,MS,2918,1860,1893,4091,1718,2339,12354,12422
2020-08-05,MS,2947,1906,1937,4110,1756,2372,12626,12596
2020-08-06,MS,2976,1954,1983,4129,1794,2405,12901,12769
2020-08-07,MS,3005,2003,2029,4147,1832,2438,13177,12942
2020-08-08,MS,3035,2053,2076,4166,1871,2471,13454,13114
2020-08-09,MS,3064,2104,2124,4185,1909,2504,13732,13285
2020-08-10,MS,3094,2157,2174,4204,1948,2536,14011,13455
2020-08-11,MS,3124,2210,2224,4222,1986,2568,14290,13624
2020-08-12,MS,3154,2265,2276,4241,2025,2601,14570,13792
2020-08-13,MS,3185,2322,2329,4260,2064,2632,14849,13958
2020-08-14,MS,3215,2379,2383,4279,2102,2664,15127,14123
2020-08-15,MS,3246,2438,2438,4298,2141,2695,15405,14287
2020-08-16,MS,3277,2499,2495,4317,2179,2726,15682,14448
2020-08-17,MS,3309,2561,2552,4335,2217,2757,15957,14608
2020-08-18,MS,3340,2624,2611,4354,2255,2787,16230,14765
2020-08-19,MS,3372,2689,2672,4373,2292,2817,16500,14920
2020-08-20,MS,3404,2755,2733,4392,2329,2847,16768,15073
2020-08-21,MS,3436,2823,2796,4411,2366,2876,17033,15223
2020-08-22,MS,3468,2893,2861,4430,2402,2904,17294,15371
2020-08-23,MS,3501,2964,2927,4449,2437,2932,17552,15516
2020-08-24,MS,3534,3037,2994,4468,2472,2960,17805,15657
2020-08-25,MS,3567,3111,3063,4487,2506,2987,18054,15796
2020-08-26,MS,3600,3187,3133,4506,2540,3013,18297,15932
2020-08-27,MS,3633,3265,3205,4525,2573,3039,18535,16064
2020-08-28,MS,3667,3345,3279,4544,2605,3064,18767,16192
2020-08-29,MS,3701,3427,3354,4563,2636,3088,18993,16317
2020-08-30,MS,3735,3510,3431,4582,2666,3112,19211,16438
2020-08-31,MS,3769,3596,3509,4601,2695,3135,19423,16555
2020-09-01,MS,3803,3683,3589,4620,2723,3157,19628,16668
2020-09-02,MS,3838,3772,3671,4639,2750,3179,19824,16777
2020-09-03,MS,3873,3863,3755,4658,2776,3199,20012,16882
2020-09-04,MS,3908,3957,3840,4677,2800,3219,20191,16982
2020-09-05,MS,3943,4052,3927,4696,2824,3238,20362,17078
2020-09-06,MS,3978,4150,4016,4715,2846,3256,20523,17169
2020-09-07,MS,4014,4250,4107,4733,2866,3273,20675,17255
2020-09-08,MS,4050,4352,4200,4752,2886,3290,20816,17337
2020-09-09,MS,4086,4456,4295,4771,2903,3305,20948,17414
2020-09-10,MS,4122,4563,4392,4790,2920,3320,21069,17485
2020-09-11,MS,4158,4671,4491,4809,2935,3333,21179,17551
2020-09-12,MS,4195,4783,4592,4828,2948,3346,21278,17613
2020-09-13,MS,4231,4896,4696,4847,2960,3357,21366,17669
2020-09-14,MS,4268,5012,4801,4866,2970,3368,21443,17719
2020-09-15,MS,4305,5131,4909,4885,2979,3377,21508,17765
2020-09-16,MS,4343,5252,5018,4904,2986,3386,21562,17805
2020-09-17,MS,4380,5376,5131,4922,2991,3393,21604,17839
2020-09-18,MS,4418,5502,5245,4941,2995,3400,21634,17868
2020-09-19,MS,4455,5631,5362,4960,2997,3405,21652,17891
2020-09-20,MS,4493,5763,5481,4979,2998,3409,21658,17909
2020-09-21,MS,4531,5897,5603,4997,2997,3413,21652,17921
2020-09-22,MS,4570,6035,5727,5016,2994,3415,21635,17928
2020-09-23,MS,4608,6175,5853,5035,2989,3416,21606,17929
2020-09-24,MS,4647,6317,5983,5054,2983,3416,21564,17924
2020-09-25,MS,4685,6463,6114,5072,2976,3415,21512,17914
2020-09-26,MS,4724,6612,6249,5091,2966,3413,21447,17898
2020-09-27,MS,4763,6764,6386,5109,2955,3410,21372,17877
2020-09-28,MS,4802,6918,6526,5128,2943,3406,21285,17850
2020-09-29,MS,4842,7076,6668,5147,2929,3401,21187,17818
2020-09-30,MS,4881,7237,6814,5165,2914,3395,21078,17780
2020-10-01,MS,4921,7401,6962,5183,2897,3387,20959,17737
2020-10-02,MS,4960,7568,7113,5202,2878,3379,20829,17688
2020-10-03,MS,5000,7738,7267,5220,2859,3370,20689,17634
2020-10-04,MS,5040,7912,7424,5239,2838,3359,20540,17575
2020-10-05,MS,5080,8089,7584,5257,2815,3348,20381,17511
2020-10-06,MS,5120,8269,7747,5275,2792,3336,20213,17442
2020-10-07,MS,5161,8452,7913,5294,2767,3323,20037,17368
2020-10-08,MS,5201,8639,8083,5312,2741,3309,19852,17289
2020-10-09,MS,5242,8829,8255,5330,2714,3293,19658,17205
2020-10-10,MS,5282,9022,8431,5348,2686,3278,19457,17117
2020-10-11,MS,5323,9219,8609,5366,2657,3261,19249,17024
2020-10-12,MS,5364,9419,8791,5384,2627,3243,19034,16926
2020-10-13,MS,5405,9623,8977,5402,2596,3224,18813,16825
2020-10-14,MS,5446,9830,9166,5420,2564,3205,18585,16719
2020-10-15,MS,5487,10041,9358,5438,2532,3185,18351,16608
2020-10-16,MS,5528,10255,9553,5456,2499,3164,18112,16494
2020-10-17,MS,5569,10473,9752,5473,2465,3142,17869,16376
2020-10-18,MS,5610,10694,9955,5491,2430,3120,17620,16255
2020-10-19,MS,5651,10919,10161,5509,2395,3096,17368,16129
2020-10-20,MS,5693,11147,10370,5526,2359,3072,17112,16001
2020-10-21,MS,5734,11378,10583,5544,2323,3048,16852,15869
2020-10-22,MS,5776,11614,10800,5561,2287,3023,16589,15733
2020-10-23,MS,5817,11852,11020,5579,2250,2997,16324,15595
2020-10-24,MS,5859,12095,11244,5596,2213,2971,16056,15454
2020-10-25,MS,5900,12340,11472,5614,2176,2944,15787,15310
2020-10-26,MS,5942,12589,11703,5631,2138,2916,15516,15163
2020-10-27,MS,5983,12842,11938,5648,2100,2889,15244,15014
2020-10-28,MS,6025,13098,12177,5665,2062,2860,14971,14863
2020-10-29,MS,6067,13357,12419,5682,2024,2831,14697,14709
2020-10-30,MS,6108,13620,12665,5699,1987,2802,14423,14553
2020-10-31,MS,6150,13886,12915,5716,1949,2773,14150,14396
2020-11-01,MS,6192,14155,13169,5733,1911,2743,13876,14237
2020-11-02,MS,6233,14428,13426,5750,1873,2712,13603,14075
2020-11-03,MS,6275,14704,13687,5766,1835,2682,13331,13913
2020-11-04,MS,6316,14982,13952,5783,1798,2651,13061,13749
2020-11-05,MS,6358,15264,14221,5799,1761,2619,12791,13584
2020-11-06,MS,6399,15549,14494,5816,1724,2588,12523,13418
2020-11-07,MS,6441,15837,14770,5832,1687,2556,12257,13250
2020-11-08,MS,6482,16127,15050,5849,1650,2525,11993,13082
2020-11-09,MS,6523,16421,15334,5865,1614,2493,11732,12913
2020-11-10,MS,6564,16717,15621,5881,1579,2460,11472,12744
2020-11-11,MS,6606,17015,15912,5897,1543,2428,11216,12574
2020-11-12,MS,6647,17316,16207,5913,1508,2396,10962,12404
2020-11-13,MS,6688,17620,16506,5929,1473,2363,10710,12233
2020-11-14,MS,6729,17925,16808,5945,1439,2331,10462,12063
2020-11-15,MS,6769,18233,17113,5960,1405,2299,10217,11892
2020-11-16,MS,6810,18543,17422,5976,1372,2266,9975,11721
2020-11-17,MS,6851,18854,17735,5991,1339,2234,9737,11551
2020-11-18,MS,6891,19168,18051,6007,1307,2201,9502,11380
2020-11-19,MS,6931,19483,18370,6022,1275,2169,9270,11210
2020-11-20,MS,6972,19799,18693,6037,1243,2136,9043,11041
2020-11-21,MS,7012,20117,19019,6052,1212,2104,8818,10872
2020-11-22,MS,7052,20436,19348,6067,1182,2072,8598,10704
2020-11-23,MS,7091,20756,19680,6082,1152,2040,8381,10536
2020-11-24,MS,7131,21077,20016,6097,1123,2008,8168,10369
2020-11-25,MS,7170,21398,20354,6112,1094,1976,7959,10203
2020-11-26,MS,7210,21720,20695,6127,1066,1945,7753,10038
2020-11-27,MS,7249,22042,21039,6141,1038,1913,7552,9874
2020-11-28,MS,7287,22364,21385,6156,1011,1882,7354,9711
2020-11-29,MS,7326,22686,21734,6170,984,1851,7160,9549
2020-11-30,MS,7365,23008,22086,6184,958,1820,6970,9389
2020-12-01,MS,7403,23329,22439,6198,932,1790,6784,9229
2020-12-02,MS,7441,23649,22795,6212,907,1759,6602,9071
2020-12-03,MS,7479,23969,23154,6226,883,1729,6424,8914
2020-12-04,MS,7516,24287,23514,6240,859,1699,6250,8759
2020-12-05,MS,7553,24604,23875,6253,835,1670,6079,8605
2020-12-06,MS,7590,24919,24239,6267,812,1640,5912,8453
2020-12-07,MS,7627,25232,24604,6280,790,1611,5749,8302
2020-12-08,MS,7664,25543,24970,6294,768,1583,5590,8153
2020-12-09,MS,7700,25852,25337,6307,746,1554,5434,8005
2020-12-10,MS,7736,26158,25706,6320,725,1526,5282,7859
2020-12-11,MS,7771,26462,26075,6333,705,1498,5133,7714
2020-12-12,MS,7807,26762,26445,6346,685,1471,4988,7571
2020-12-13,MS,7842,27059,26816,6358,666,1444,4847,7430
2020-12-14,MS,7877,27352,27187,6371,647,1417,4709,7291
2020-12-15,MS,7911,27641,27557,6383,628,1390,4574,7153
2020-12-16,MS,7945,27927,27928,6396,610,1364,4443,7017
2020-12-17,MS,7979,28208,28299,6408,593,1338,4315,6883
2020-12-18,MS,8012,28484,28668,6420,575,1313,4191,6751
2020-12-19,MS,8045,28756,29038,6432,559,1287,4069,6621
2020-12-20,MS,8078,29022,29406,6444,542,1262,3951,6492
2020-12-21,MS,8111,29283,29773,6455,527,1238,3835,6365
2020-12-22,MS,8143,29539,30138,6467,511,1214,3723,6240
2020-12-23,MS,8174,29788,30502,6478,496,1190,3614,6117
2020-12-24,MS,8205,30032,30864,6489,481,1166,3507,5995
2020-12-25,MS,8236,30269,31224,6500,467,1143,3404,5875
2020-12-26,MS,8267,30500,31582,6511,453,1121,3303,5758
2020-12-27,MS,8297,30723,31936,6522,440,1098,3205,5642
2020-12-28,MS,8326,30940,32288,6533,427,1076,3110,5528
2020-12-29,MS,8355,31150,32637,6544,414,1054,3017,5415
2020-12-30,MS,8384,31352,32983,6554,402,1033,2927,5305
2020-12-31,MS,8412,31547,33325,6564,390,1012,2839,5196
2020-03-05,RJ,20,50,50,6,50,31,50,16
2020-03-06,RJ,46,52,58,9,39,26,59,18
2020-03-07,RJ,75,53,64,12,33,24,78,24
2020-03-08,RJ,81,55,68,15,30,24,100,31
2020-03-09,RJ,86,57,71,17,28,25,120,38
2020-03-10,RJ,92,59,75,20,28,27,138,45
2020-03-11,RJ,99,61,77,23,28,30,154,53
2020-03-12,RJ,105,63,80,26,28,33,169,60
2020-03-13,RJ,113,65,83,30,29,36,182,69
2020-03-14,RJ,120,67,86,34,30,40,194,77
2020-03-15,RJ,129,70,88,39,31,45,206,87
2020-03-16,RJ,137,72,91,44,32,50,218,97
2020-03-17,RJ,147,74,94,50,33,55,229,109
2020-03-18,RJ,157,77,97,57,34,62,240,121
2020-03-19,RJ,168,79,100,65,36,68,252,135
2020-03-20,RJ,179,82,104,74,37,76,264,150
2020-03-21,RJ,192,85,107,84,39,85,276,167
2020-03-22,RJ,205,88,110,96,40,94,288,186
2020-03-23,RJ,219,91,114,109,42,105,301,207
2020-03-24,RJ,234,94,117,124,44,116,315,230
2020-03-25,RJ,250,97,121,140,46,129,329,256
2020-03-26,RJ,268,100,125,160,48,144,344,285
2020-03-27,RJ,286,104,129,182,50,160,359,317
2020-03-28,RJ,306,107,133,207,52,178,375,353
2020-03-29,RJ,327,111,137,235,55,198,392,392
2020-03-30,RJ,349,114,141,267,57,220,409,436
2020-03-31,RJ,373,118,146,304,60,245,427,485
2020-04-01,RJ,399,122,151,345,62,272,446,539
2020-04-02,RJ,427,126,155,392,65,301,466,596
2020-04-03,RJ,456,131,160,446,68,325,486,644
2020-04-04,RJ,487,135,165,507,71,347,508,690
2020-04-05,RJ,521,140,171,577,74,369,530,734
2020-04-06,RJ,557,144,176,656,77,392,554,779
2020-04-07,RJ,595,149,182,746,81,415,578,826
2020-04-08,RJ,636,154,188,848,84,439,604,875
2020-04-09,RJ,680,159,193,964,88,465,630,927
2020-04-10,RJ,727,165,200,1094,92,492,658,981
2020-04-11,RJ,777,170,206,1211,96,521,688,1038
2020-04-12,RJ,830,176,213,1315,100,551,718,1099
2020-04-13,RJ,887,182,219,1412,105,583,750,1163
2020-04-14,RJ,948,188,226,1505,109,617,783,1231
2020-04-15,RJ,1014,194,233,1597,114,653,817,1303
2020-04-16,RJ,1084,201,241,1691,119,691,854,1378
2020-04-17,RJ,1158,208,248,1787,124,732,891,1459
2020-04-18,RJ,1238,215,256,1887,130,774,931,1544
2020-04-19,RJ,1323,222,264,1991,136,819,972,1633
2020-04-20,RJ,1414,229,273,2099,142,867,1015,1728
2020-04-21,RJ,1511,237,282,2214,148,917,1060,1829
2020-04-22,RJ,1615,245,290,2334,154,971,1106,1935
2020-04-23,RJ,1727,253,300,2460,161,1027,1155,2048
2020-04-24,RJ,1845,262,309,2593,168,1087,1206,2167
2020-04-25,RJ,1972,271,319,2733,176,1150,1260,2292
2020-04-26,RJ,2108,280,329,2881,184,1216,1315,2425
2020-04-27,RJ,2253,289,340,3036,192,1287,1373,2566
2020-04-28,RJ,2408,299,350,3200,200,1362,1434,2715
2020-04-29,RJ,2574,309,361,3373,209,1441,1497,2873
2020-04-30,RJ,2751,320,373,3555,218,1524,1563,3039
2020-05-01,RJ,2940,330,385,3747,228,1613,1632,3216
2020-05-02,RJ,3142,341,397,3949,238,1706,1704,3402
2020-05-03,RJ,3358,353,410,4162,248,1805,1779,3599
2020-05-04,RJ,3589,365,423,4386,259,1910,1858,3808
2020-05-05,RJ,3836,377,436,4623,271,2020,1940,4028
2020-05-06,RJ,4100,390,450,4872,283,2137,2025,4261
2020-05-07,RJ,4381,403,464,5135,295,2260,2115,4507
2020-05-08,RJ,4683,416,479,5412,308,2391,2208,4768
2020-05-09,RJ,5004,430,494,5703,322,2529,2305,5043
2020-05-10,RJ,5348,445,510,6011,336,2675,2406,5335
2020-05-11,RJ,5715,460,526,6335,351,2830,2512,5642
2020-05-12,RJ,6108,475,543,6676,366,2993,2623,5968
2020-05-13,RJ,6527,491,560,7036,382,3165,2738,6312
2020-05-14,RJ,6975,508,578,7415,399,3348,2859,6675
2020-05-15,RJ,7454,525,596,7814,417,3540,2984,7059
2020-05-16,RJ,7965,543,615,8235,435,3744,3116,7465
2020-05-17,RJ,8511,561,634,8678,454,3959,3253,7894
2020-05-18,RJ,9095,580,655,9145,474,4186,3395,8347
2020-05-19,RJ,9718,599,675,9637,495,4426,3544,8825
2020-05-20,RJ,10384,619,697,10156,517,4679,3700,9331
2020-05-21,RJ,11095,640,719,10702,539,4947,3862,9865
2020-05-22,RJ,11855,662,742,11277,563,5230,4032,10429
2020-05-23,RJ,12666,684,765,11884,588,5496,4208,10964
2020-05-24,RJ,13533,707,789,12522,613,5654,4393,11292
2020-05-25,RJ,14458,731,814,13195,640,5744,4585,11487
2020-05-26,RJ,15096,755,840,13902,668,5795,4786,11606
2020-05-27,RJ,15082,781,867,14485,697,5826,4995,11682
2020-05-28,RJ,15067,807,894,14885,728,5846,5214,11732
2020-05-29,RJ,15053,834,923,15159,760,5859,5442,11767
2020-05-30,RJ,15038,862,952,15344,793,5869,5679,11794
2020-05-31,RJ,15023,891,982,15469,827,5876,5927,11814
2020-06-01,RJ,15007,921,1013,15550,864,5883,6185,11831
2020-06-02,RJ,14992,952,1046,15601,901,5888,6455,11846
2020-06-03,RJ,14976,984,1079,15632,940,5893,6736,11858
2020-06-04,RJ,14960,1017,1113,15648,981,5898,7029,11869
2020-06-05,RJ,14944,1052,1148,15654,1024,5902,7335,11879
2020-06-06,RJ,14928,1087,1185,15653,1069,5906,7654,11888
2020-06-07,RJ,14912,1123,1222,15647,1115,5910,7986,11897
2020-06-08,RJ,14895,1161,1261,15637,1163,5913,8332,11904
2020-06-09,RJ,14878,1200,1301,15625,1214,5917,8694,11911
2020-06-10,RJ,14861,1241,1342,15611,1266,5919,9070,11917
2020-06-11,RJ,14844,1282,1385,15596,1321,5922,9462,11923
2020-06-12,RJ,14827,1325,1428,15580,1378,5924,9871,11927
2020-06-13,RJ,14809,1370,1474,15563,1437,5926,10297,11932
2020-06-14,RJ,14791,1416,1520,15546,1499,5928,10741,11936
2020-06-15,RJ,14773,1464,1569,15528,1564,5930,11203,11939
2020-06-16,RJ,14755,1513,1618,15510,1631,5931,11685,11941
2020-06-17,RJ,14737,1563,1670,15492,1701,5932,12187,11943
2020-06-18,RJ,14718,1616,1722,15474,1774,5932,12709,11945
2020-06-19,RJ,14699,1670,1777,15455,1850,5933,13254,11945
2020-06-20,RJ,14681,1726,1833,15436,1929,5933,13821,11946
2020-06-21,RJ,14662,1784,1891,15418,2012,5933,14411,11945
2020-06-22,RJ,14642,1844,1951,15399,2097,5932,15025,11944
2020-06-23,RJ,14623,1906,2013,15380,2187,5931,15664,11943
2020-06-24,RJ,14603,1970,2077,15360,2279,5930,16330,11941
