day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR_sin,SEIIR_sin_beta_variante,SEIIR_asin,SEIIR_asin_beta_variante
2020-06-04,AP,3671,453,467,4169,1042,1746,7465,4381
2020-06-05,AP,3652,466,479,4411,1086,1745,7779,4378
2020-06-06,AP,3633,480,492,4622,1131,1744,8099,4373
2020-06-07,AP,3614,493,504,4770,1176,1741,8425,4368
2020-06-08,AP,3594,508,517,4869,1222,1739,8758,4361
2020-06-09,AP,3575,523,531,4932,1269,1736,9095,4354
2020-06-10,AP,3555,538,544,4968,1317,1732,9437,4345
2020-06-11,AP,3536,553,559,4982,1365,1729,9783,4335
2020-06-12,AP,3516,569,573,4980,1413,1724,10131,4324
2020-06-13,AP,3496,586,588,4967,1462,1720,10482,4313
2020-06-14,AP,3476,603,603,4945,1510,1715,10833,4300
2020-06-15,AP,3456,620,619,4915,1559,1709,11184,4287
2020-06-16,AP,3436,638,634,4881,1607,1703,11533,4272
2020-06-17,AP,3416,656,651,4843,1655,1697,11880,4257
2020-06-18,AP,3395,675,668,4802,1703,1691,12223,4240
2020-06-19,AP,3375,695,685,4760,1749,1684,12561,4223
2020-06-20,AP,3354,715,702,4715,1795,1677,12892,4205
2020-06-21,AP,3334,735,720,4670,1840,1669,13216,4186
2020-06-22,AP,3313,756,739,4624,1883,1661,13530,4166
2020-06-23,AP,3292,778,758,4578,1925,1653,13833,4146
2020-06-24,AP,3271,800,777,4531,1965,1645,14124,4125
2020-06-25,AP,3251,823,797,4484,2003,1636,14402,4102
2020-06-26,AP,3230,847,818,4438,2039,1627,14665,4080
2020-06-27,AP,3209,871,838,4391,2072,1617,14911,4056
2020-06-28,AP,3188,896,860,4344,2103,1608,15140,4032
2020-06-29,AP,3167,921,882,4298,2132,1598,15350,4007
2020-06-30,AP,3146,948,904,4252,2158,1588,15540,3981
2020-07-01,AP,3124,975,927,4207,2181,1577,15709,3954
2020-07-02,AP,3103,1002,951,4161,2200,1566,15857,3927
2020-07-03,AP,3082,1031,975,4116,2217,1555,15981,3900
2020-07-04,AP,3061,1060,1000,4071,2230,1544,16083,3872
2020-07-05,AP,3040,1090,1025,4027,2240,1533,16160,3843
2020-07-06,AP,3018,1121,1051,3983,2247,1521,16213,3813
2020-07-07,AP,2997,1152,1078,3939,2250,1509,16242,3783
2020-07-08,AP,2976,1185,1105,3896,2250,1497,16246,3753
2020-07-09,AP,2955,1218,1133,3853,2246,1485,16225,3722
2020-07-10,AP,2933,1252,1162,3810,2239,1472,16180,3691
2020-07-11,AP,2912,1287,1191,3768,2229,1459,16110,3659
2020-07-12,AP,2891,1323,1221,3726,2215,1447,16017,3627
2020-07-13,AP,2870,1360,1252,3684,2198,1434,15901,3594
2020-07-14,AP,2848,1398,1284,3643,2178,1421,15763,3561
2020-07-15,AP,2827,1437,1316,3602,2155,1407,15603,3528
2020-07-16,AP,2806,1477,1349,3561,2130,1394,15423,3495
2020-07-17,AP,2785,1518,1383,3521,2101,1380,15223,3461
2020-07-18,AP,2764,1560,1417,3481,2071,1367,15005,3426
2020-07-19,AP,2742,1603,1453,3442,2037,1353,14770,3392
2020-07-20,AP,2721,1648,1489,3403,2002,1339,14519,3357
2020-07-21,AP,2700,1693,1526,3364,1965,1325,14253,3322
2020-07-22,AP,2679,1740,1564,3326,1925,1311,13974,3287
2020-07-23,AP,2658,1787,1603,3288,1885,1297,13683,3252
2020-07-24,AP,2637,1836,1643,3250,1843,1283,13382,3216
2020-07-25,AP,2616,1886,1684,3213,1799,1269,13071,3181
2020-07-26,AP,2595,1937,1725,3176,1755,1254,12753,3145
2020-07-27,AP,2575,1990,1768,3140,1710,1240,12428,3109
2020-07-28,AP,2554,2044,1811,3103,1664,1226,12098,3073
2020-07-29,AP,2533,2099,1856,3067,1617,1211,11764,3037
2020-07-30,AP,2512,2156,1902,3032,1570,1197,11427,3001
2020-07-31,AP,2492,2213,1948,2997,1523,1183,11088,2965
2020-08-01,AP,2471,2273,1996,2962,1476,1168,10749,2929
2020-08-02,AP,2451,2333,2045,2927,1429,1154,10410,2893
2020-08-03,AP,2430,2395,2094,2893,1382,1140,10072,2857
2020-08-04,AP,2410,2459,2145,2859,1336,1125,9737,2821
2020-08-05,AP,2390,2524,2197,2826,1290,1111,9404,2785
2020-08-06,AP,2370,2590,2251,2793,1245,1097,9075,2749
2020-08-07,AP,2349,2658,2305,2760,1200,1082,8751,2713
2020-08-08,AP,2329,2728,2361,2727,1156,1068,8432,2677
2020-08-09,AP,2309,2799,2417,2695,1112,1054,8118,2641
2020-08-10,AP,2289,2872,2475,2663,1070,1040,7810,2606
2020-08-11,AP,2270,2946,2535,2632,1029,1025,7509,2571
2020-08-12,AP,2250,3022,2595,2601,988,1011,7215,2535
2020-08-13,AP,2230,3099,2657,2570,948,997,6928,2500
2020-08-14,AP,2211,3179,2720,2539,910,984,6648,2465
2020-08-15,AP,2191,3259,2784,2509,872,970,6375,2431
2020-08-16,AP,2172,3342,2850,2479,836,956,6111,2396
2020-08-17,AP,2152,3426,2917,2449,801,942,5854,2362
2020-08-18,AP,2133,3512,2986,2420,767,929,5605,2328
2020-08-19,AP,2114,3600,3056,2391,733,915,5364,2294
2020-08-20,AP,2095,3689,3127,2362,701,902,5131,2260
2020-08-21,AP,2076,3780,3200,2334,671,888,4905,2227
2020-08-22,AP,2057,3873,3274,2306,641,875,4688,2193
2020-08-23,AP,2039,3968,3350,2278,612,862,4479,2160
2020-08-24,AP,2020,4064,3427,2251,584,849,4277,2128
2020-08-25,AP,2001,4162,3505,2223,558,836,4082,2095
2020-08-26,AP,1983,4262,3585,2197,532,823,3895,2063
2020-08-27,AP,1965,4364,3667,2170,508,810,3716,2031
2020-08-28,AP,1946,4468,3750,2144,484,798,3543,2000
2020-08-29,AP,1928,4573,3835,2118,461,785,3378,1968
2020-08-30,AP,1910,4680,3921,2092,440,773,3219,1937
2020-08-31,AP,1892,4789,4009,2066,419,761,3067,1907
2020-09-01,AP,1874,4899,4099,2041,399,749,2921,1876
2020-09-02,AP,1857,5011,4190,2016,380,737,2782,1846
2020-09-03,AP,1839,5125,4283,1992,361,725,2648,1816
2020-09-04,AP,1822,5241,4377,1967,344,713,2520,1787
2020-09-05,AP,1804,5358,4473,1943,327,701,2398,1758
2020-09-06,AP,1787,5477,4570,1919,311,690,2282,1729
2020-09-07,AP,1770,5598,4670,1896,296,679,2170,1701
2020-09-08,AP,1753,5720,4770,1872,282,667,2064,1672
2020-09-09,AP,1736,5843,4873,1849,268,656,1962,1645
2020-09-10,AP,1719,5969,4977,1827,254,645,1865,1617
2020-09-11,AP,1702,6095,5083,1804,242,634,1773,1590
2020-09-12,AP,1686,6223,5190,1782,230,624,1685,1563
2020-09-13,AP,1669,6353,5299,1760,218,613,1601,1536
2020-09-14,AP,1653,6484,5410,1738,207,603,1521,1510
2020-09-15,AP,1637,6616,5522,1716,197,592,1445,1484
2020-09-16,AP,1620,6749,5636,1695,187,582,1372,1459
2020-09-17,AP,1604,6883,5751,1674,178,572,1303,1434
2020-09-18,AP,1588,7019,5868,1653,169,562,1238,1409
2020-09-19,AP,1573,7155,5987,1633,160,552,1175,1384
2020-09-20,AP,1557,7293,6107,1612,152,543,1116,1360
2020-09-21,AP,1541,7431,6229,1592,144,533,1059,1336
2020-09-22,AP,1526,7570,6352,1573,137,524,1005,1313
2020-09-23,AP,1511,7710,6477,1553,130,515,954,1289
2020-09-24,AP,1495,7850,6603,1533,123,505,906,1267
2020-09-25,AP,1480,7991,6731,1514,117,496,859,1244
2020-09-26,AP,1465,8132,6860,1495,111,488,815,1222
2020-09-27,AP,1450,8274,6990,1477,105,479,774,1200
2020-09-28,AP,1436,8415,7122,1458,100,470,734,1178
2020-09-29,AP,1421,8557,7255,1440,95,462,696,1157
2020-09-30,AP,1406,8699,7389,1422,90,453,661,1136
2020-10-01,AP,1392,8841,7525,1404,85,445,627,1115
2020-10-02,AP,1378,8982,7661,1386,81,437,594,1095
2020-10-03,AP,1363,9123,7799,1369,77,429,564,1075
2020-10-04,AP,1349,9263,7938,1352,73,421,535,1055
2020-10-05,AP,1335,9403,8078,1334,69,413,507,1036
2020-10-06,AP,1321,9542,8219,1318,66,406,481,1017
2020-10-07,AP,1308,9681,8360,1301,62,398,456,998
2020-10-08,AP,1294,9818,8503,1285,59,391,433,980
2020-10-09,AP,1281,9954,8646,1268,56,384,410,961
2020-10-10,AP,1267,10088,8790,1252,53,377,389,944
2020-10-11,AP,1254,10222,8935,1236,50,369,369,926
2020-10-12,AP,1241,10353,9080,1221,48,363,350,909
2020-10-13,AP,1228,10483,9225,1205,45,356,331,892
2020-10-14,AP,1215,10611,9371,1190,43,349,314,875
2020-10-15,AP,1202,10737,9517,1175,41,342,298,858
2020-10-16,AP,1189,10861,9664,1160,38,336,282,842
2020-10-17,AP,1177,10983,9810,1145,36,330,268,826
2020-10-18,AP,1164,11102,9957,1131,35,323,254,810
2020-10-19,AP,1152,11218,10103,1116,33,317,241,795
2020-10-20,AP,1139,11332,10249,1102,31,311,228,780
2020-10-21,AP,1127,11443,10395,1088,29,305,216,765
2020-10-22,AP,1115,11550,10541,1074,28,299,205,750
2020-10-23,AP,1103,11655,10686,1060,26,294,194,736
2020-10-24,AP,1091,11757,10830,1047,25,288,184,722
2020-10-25,AP,1080,11855,10974,1033,24,282,175,708
2020-10-26,AP,1068,11949,11117,1020,23,277,165,694
2020-10-27,AP,1056,12040,11259,1007,21,272,157,681
2020-10-28,AP,1045,12127,11400,994,20,266,149,668
2020-10-29,AP,1034,12210,11539,982,19,261,141,655
2020-10-30,AP,1022,12289,11678,969,18,256,134,642
2020-10-31,AP,1011,12364,11815,956,17,251,127,630
2020-11-01,AP,1000,12435,11950,944,16,246,120,617
2020-11-02,AP,989,12502,12084,932,15,242,114,605
2020-11-03,AP,979,12564,12216,920,15,237,108,593
2020-11-04,AP,968,12622,12346,908,14,232,102,582
2020-11-05,AP,957,12675,12474,897,13,228,97,570
2020-11-06,AP,947,12723,12599,885,12,223,92,559
2020-11-07,AP,936,12767,12723,874,12,219,87,548
2020-11-08,AP,926,12807,12844,862,11,214,82,537
2020-11-09,AP,916,12841,12962,851,11,210,78,527
2020-11-10,AP,906,12871,13078,840,10,206,74,516
2020-11-11,AP,896,12896,13191,830,10,202,70,506
2020-11-12,AP,886,12916,13301,819,9,198,66,496
2020-11-13,AP,876,12931,13409,808,9,194,63,486
2020-11-14,AP,866,12941,13513,798,8,190,60,477
2020-11-15,AP,857,12947,13613,788,8,186,57,467
2020-11-16,AP,847,12947,13711,777,7,183,54,458
2020-11-17,AP,838,12943,13805,767,7,179,51,449
2020-11-18,AP,828,12934,13895,757,7,176,48,440
2020-11-19,AP,819,12920,13982,748,6,172,46,431
2020-11-20,AP,810,12901,14065,738,6,169,43,423
2020-11-21,AP,801,12877,14144,728,6,165,41,414
2020-11-22,AP,792,12849,14219,719,5,162,39,406
2020-11-23,AP,783,12816,14290,710,5,159,37,398
2020-11-24,AP,774,12779,14357,700,5,156,35,390
2020-11-25,AP,765,12737,14420,691,5,152,33,382
2020-11-26,AP,757,12690,14478,682,4,149,31,374
2020-11-27,AP,748,12640,14532,673,4,146,30,367
2020-11-28,AP,740,12585,14582,665,4,143,28,359
2020-11-29,AP,732,12525,14627,656,4,141,27,352
2020-11-30,AP,723,12462,14668,648,3,138,25,345
2020-12-01,AP,715,12395,14704,639,3,135,24,338
2020-12-02,AP,707,12323,14736,631,3,132,23,331
2020-12-03,AP,699,12248,14763,623,3,130,21,325
2020-12-04,AP,691,12169,14785,614,3,127,20,318
2020-12-05,AP,683,12087,14803,606,3,124,19,312
2020-12-06,AP,675,12001,14816,599,2,122,18,305
2020-12-07,AP,668,11912,14824,591,2,119,17,299
2020-12-08,AP,660,11820,14828,583,2,117,16,293
2020-12-09,AP,653,11725,14826,575,2,115,16,287
2020-12-10,AP,645,11626,14821,568,2,112,15,281
2020-12-11,AP,638,11525,14810,561,2,110,14,276
2020-12-12,AP,630,11421,14795,553,2,108,13,270
2020-12-13,AP,623,11315,14775,546,2,106,13,264
2020-12-14,AP,616,11206,14750,539,2,103,12,259
2020-12-15,AP,609,11094,14721,532,2,101,11,254
2020-12-16,AP,602,10981,14688,525,1,99,11,249
2020-12-17,AP,595,10865,14650,518,1,97,10,243
2020-12-18,AP,588,10748,14607,511,1,95,10,239
2020-12-19,AP,581,10629,14560,505,1,93,9,234
2020-12-20,AP,575,10508,14509,498,1,91,9,229
2020-12-21,AP,568,10386,14453,491,1,89,8,224
2020-12-22,AP,561,10262,14394,485,1,88,8,220
2020-12-23,AP,555,10137,14330,479,1,86,7,215
2020-12-24,AP,549,10010,14262,472,1,84,7,211
2020-12-25,AP,542,9883,14190,466,1,82,7,206
2020-12-26,AP,536,9755,14115,460,1,81,6,202
2020-12-27,AP,530,9626,14035,454,1,79,6,198
2020-12-28,AP,524,9496,13952,448,1,77,6,194
2020-12-29,AP,517,9366,13866,442,1,76,5,190
2020-12-30,AP,511,9235,13776,436,1,74,5,186
2020-12-31,AP,506,9103,13682,431,1,73,5,182
2020-03-12,GO,0,50,50,4,50,6,50,33
2020-03-13,GO,0,52,58,3,39,5,59,26
2020-03-14,GO,1,53,64,3,33,4,78,22
2020-03-15,GO,4,55,68,3,30,4,99,18
2020-03-16,GO,17,57,71,3,28,4,119,16
2020-03-17,GO,73,58,74,3,28,4,137,14
2020-03-18,GO,228,60,77,4,27,4,153,13
2020-03-19,GO,240,62,79,4,28,4,167,13
2020-03-20,GO,253,64,82,4,28,4,179,12
2020-03-21,GO,266,66,85,5,29,4,191,11
2020-03-22,GO,280,68,87,5,30,4,202,11
2020-03-23,GO,295,70,90,5,31,4,213,11
2020-03-24,GO,311,73,92,6,32,4,224,11
2020-03-25,GO,328,75,95,6,33,4,234,11
2020-03-26,GO,345,77,98,7,35,4,245,10
2020-03-27,GO,363,80,101,8,36,4,256,10
2020-03-28,GO,383,82,104,8,37,4,267,10
2020-03-29,GO,403,85,107,9,39,4,278,10
2020-03-30,GO,425,87,110,10,41,4,290,10
2020-03-31,GO,447,90,113,11,42,4,302,10
2020-04-01,GO,471,93,117,11,44,4,315,10
2020-04-02,GO,496,96,120,12,46,3,328,10
2020-04-03,GO,523,99,124,14,48,3,342,10
2020-04-04,GO,551,102,128,15,50,3,356,10
2020-04-05,GO,580,105,131,16,52,4,371,10
2020-04-06,GO,611,109,135,17,54,4,386,11
2020-04-07,GO,644,112,139,19,56,4,402,12
2020-04-08,GO,678,116,143,20,58,5,419,13
2020-04-09,GO,714,119,148,22,61,5,436,14
2020-04-10,GO,752,123,152,24,63,5,455,16
2020-04-11,GO,792,127,157,26,66,6,473,17
2020-04-12,GO,835,131,161,28,69,7,493,19
2020-04-13,GO,879,135,166,31,72,7,513,21
2020-04-14,GO,926,139,171,34,75,8,535,23
2020-04-15,GO,975,144,176,36,78,9,557,25
2020-04-16,GO,1027,148,181,40,81,10,580,28
2020-04-17,GO,1082,153,187,43,84,11,604,31
2020-04-18,GO,1140,158,192,47,88,12,629,34
2020-04-19,GO,1200,163,198,51,91,13,655,37
2020-04-20,GO,1264,168,204,55,95,14,682,41
2020-04-21,GO,1332,173,210,60,99,16,711,45
2020-04-22,GO,1403,179,216,65,103,17,740,49
2020-04-23,GO,1477,184,222,71,108,19,771,54
2020-04-24,GO,1556,190,229,77,112,21,803,60
2020-04-25,GO,1639,196,236,83,117,23,836,66
2020-04-26,GO,1726,202,243,91,121,25,870,73
2020-04-27,GO,1818,209,250,99,127,28,906,80
2020-04-28,GO,1915,215,257,107,132,31,944,88
2020-04-29,GO,2016,222,265,116,137,34,983,97
2020-04-30,GO,2124,229,273,126,143,37,1024,107
2020-05-01,GO,2236,236,281,137,149,41,1066,117
2020-05-02,GO,2355,244,289,149,155,45,1110,129
2020-05-03,GO,2481,251,298,162,161,49,1156,142
2020-05-04,GO,2612,259,307,176,168,54,1203,157
2020-05-05,GO,2751,268,316,191,175,60,1253,172
2020-05-06,GO,2897,276,325,207,182,66,1305,190
2020-05-07,GO,3037,285,335,225,190,73,1359,209
2020-05-08,GO,3074,294,345,245,197,80,1415,230
2020-05-09,GO,3112,303,355,266,206,88,1473,253
2020-05-10,GO,3149,312,366,289,214,97,1534,278
2020-05-11,GO,3187,322,377,314,223,106,1597,307
2020-05-12,GO,3226,332,388,341,232,117,1662,337
2020-05-13,GO,3265,343,399,370,242,129,1731,371
2020-05-14,GO,3304,354,411,402,252,142,1802,409
2020-05-15,GO,3344,365,423,437,262,156,1876,450
2020-05-16,GO,3384,376,436,474,273,172,1953,495
2020-05-17,GO,3425,388,449,515,284,189,2033,545
2020-05-18,GO,3466,400,462,559,295,208,2117,600
2020-05-19,GO,3508,413,476,607,308,229,2204,661
2020-05-20,GO,3550,426,490,660,320,253,2294,727
2020-05-21,GO,3593,440,505,717,333,278,2388,800
2020-05-22,GO,3636,453,519,778,347,306,2485,881
2020-05-23,GO,3679,468,535,845,361,337,2587,970
2020-05-24,GO,3723,482,551,918,376,371,2693,1067
2020-05-25,GO,3768,498,567,997,391,408,2803,1175
2020-05-26,GO,3813,513,584,1083,407,449,2917,1293
2020-05-27,GO,3858,529,601,1176,424,494,3036,1423
2020-05-28,GO,3904,546,619,1277,441,544,3160,1566
2020-05-29,GO,3951,563,637,1387,459,599,3288,1723
2020-05-30,GO,3998,581,656,1507,478,659,3422,1896
2020-05-31,GO,4045,599,676,1636,497,725,3561,2087
2020-06-01,GO,4093,618,696,1777,517,798,3705,2296
2020-06-02,GO,4142,638,716,1930,538,878,3856,2527
2020-06-03,GO,4191,658,738,2096,560,966,4012,2780
2020-06-04,GO,4240,678,759,2276,583,1063,4174,3059
2020-06-05,GO,4290,700,782,2472,606,1169,4343,3366
2020-06-06,GO,4341,722,805,2685,630,1286,4518,3703
2020-06-07,GO,4392,744,829,2916,656,1415,4700,4074
2020-06-08,GO,4444,768,853,3166,682,1557,4889,4482
2020-06-09,GO,4496,792,879,3438,710,1712,5085,4930
2020-06-10,GO,4549,817,905,3734,738,1883,5289,5422
2020-06-11,GO,4603,842,932,4055,768,2071,5501,5963
2020-06-12,GO,4657,869,959,4403,798,2278,5721,6558
2020-06-13,GO,4711,896,988,4781,830,2505,5950,7211
2020-06-14,GO,4766,924,1017,5191,863,2754,6187,7929
2020-06-15,GO,4822,954,1047,5637,898,3028,6433,8716
2020-06-16,GO,4878,983,1078,6120,933,3328,6688,9581
2020-06-17,GO,4935,1014,1110,6645,970,3606,6953,10378
2020-06-18,GO,4993,1046,1143,7125,1009,3801,7228,10927
2020-06-19,GO,5051,1079,1176,7469,1048,3941,7514,11318
2020-06-20,GO,5109,1113,1211,7720,1090,4048,7810,11611
2020-06-21,GO,5168,1148,1247,7907,1133,4132,8116,11841
2020-06-22,GO,5228,1184,1284,8051,1177,4203,8435,12034
2020-06-23,GO,5289,1221,1322,8165,1223,4265,8764,12203
2020-06-24,GO,5350,1259,1361,8258,1271,4321,9106,12357
2020-06-25,GO,5411,1299,1401,8338,1320,4374,9460,12503
2020-06-26,GO,5474,1340,1443,8408,1371,4425,9827,12644
2020-06-27,GO,5537,1382,1485,8472,1424,4474,10207,12782
2020-06-28,GO,5600,1425,1529,8532,1479,4523,10601,12918
2020-06-29,GO,5665,1470,1574,8588,1536,4571,11008,13053
2020-06-30,GO,5729,1516,1621,8643,1595,4619,11430,13187
2020-07-01,GO,5795,1563,1669,8696,1655,4666,11866,13322
2020-07-02,GO,5861,1612,1718,8749,1718,4714,12317,13456
2020-07-03,GO,5928,1663,1769,8801,1783,4761,12784,13591
2020-07-04,GO,5995,1715,1821,8853,1851,4808,13267,13725
2020-07-05,GO,6063,1769,1875,8904,1920,4856,13765,13860
2020-07-06,GO,6132,1824,1930,8956,1992,4903,14281,13994
2020-07-07,GO,6202,1881,1987,9007,2066,4950,14813,14129
2020-07-08,GO,6272,1940,2045,9059,2143,4998,15362,14264
2020-07-09,GO,6342,2001,2106,9110,2222,5045,15930,14398
2020-07-10,GO,6414,2063,2168,9162,2303,5092,16515,14533
2020-07-11,GO,6486,2128,2232,9213,2387,5140,17118,14667
2020-07-12,GO,6559,2194,2298,9265,2474,5187,17741,14802
2020-07-13,GO,6632,2263,2365,9317,2564,5234,18382,14936
2020-07-14,GO,6707,2333,2435,9369,2656,5281,19043,15069
2020-07-15,GO,6782,2406,2507,9421,2750,5328,19723,15203
2020-07-16,GO,6857,2481,2580,9474,2848,5374,20423,15336
2020-07-17,GO,6934,2559,2656,9526,2948,5421,21143,15469
2020-07-18,GO,7011,2638,2735,9578,3051,5467,21883,15601
2020-07-19,GO,7088,2721,2815,9631,3157,5514,22644,15733
2020-07-20,GO,7167,2806,2898,9684,3266,5560,23425,15865
2020-07-21,GO,7246,2893,2983,9736,3378,5606,24227,15995
2020-07-22,GO,7326,2983,3071,9789,3492,5651,25050,16126
2020-07-23,GO,7406,3076,3161,9842,3610,5697,25894,16255
2020-07-24,GO,7488,3172,3254,9895,3730,5742,26758,16384
2020-07-25,GO,7570,3270,3349,9949,3853,5787,27643,16512
2020-07-26,GO,7652,3372,3448,10002,3979,5832,28549,16640
2020-07-27,GO,7736,3477,3549,10055,4108,5876,29475,16766
2020-07-28,GO,7820,3584,3653,10109,4240,5921,30422,16892
2020-07-29,GO,7905,3696,3760,10162,4374,5964,31388,17017
2020-07-30,GO,7991,3810,3870,10216,4511,6008,32373,17141
2020-07-31,GO,8077,3929,3983,10270,4651,6051,33378,17264
2020-08-01,GO,8164,4050,4100,10324,4793,6094,34402,17385
2020-08-02,GO,8252,4176,4220,10377,4938,6136,35443,17506
2020-08-03,GO,8341,4305,4344,10431,5085,6178,36502,17625
2020-08-04,GO,8430,4438,4471,10485,5234,6220,37577,17743
2020-08-05,GO,8521,4575,4602,10540,5386,6261,38668,17860
2020-08-06,GO,8612,4717,4736,10594,5539,6301,39774,17976
2020-08-07,GO,8703,4862,4874,10648,5695,6342,40894,18090
2020-08-08,GO,8796,5012,5016,10702,5852,6381,42026,18203
2020-08-09,GO,8889,5167,5163,10757,6011,6420,43170,18315
2020-08-10,GO,8983,5326,5313,10811,6171,6459,44325,18425
2020-08-11,GO,9077,5490,5468,10865,6332,6497,45488,18533
2020-08-12,GO,9173,5659,5628,10920,6495,6535,46659,18640
2020-08-13,GO,9269,5832,5791,10974,6658,6572,47835,18745
2020-08-14,GO,9366,6011,5960,11029,6822,6608,49016,18848
2020-08-15,GO,9464,6196,6133,11083,6985,6644,50199,18950
2020-08-16,GO,9562,6386,6311,11138,7149,6679,51383,19050
2020-08-17,GO,9661,6581,6495,11193,7313,6713,52565,19148
2020-08-18,GO,9761,6783,6683,11247,7476,6747,53745,19244
2020-08-19,GO,9862,6990,6877,11302,7639,6780,54918,19339
2020-08-20,GO,9963,7203,7076,11357,7800,6813,56084,19431
2020-08-21,GO,10065,7423,7281,11412,7960,6845,57240,19521
2020-08-22,GO,10168,7649,7492,11466,8118,6876,58384,19609
2020-08-23,GO,10272,7882,7708,11521,8274,6906,59513,19696
2020-08-24,GO,10376,8122,7931,11576,8427,6936,60626,19780
2020-08-25,GO,10482,8368,8160,11631,8578,6964,61719,19862
2020-08-26,GO,10588,8622,8395,11685,8726,6993,62790,19941
2020-08-27,GO,10694,8883,8637,11740,8870,7020,63837,20019
2020-08-28,GO,10802,9152,8885,11795,9011,7046,64857,20094
2020-08-29,GO,10910,9428,9141,11850,9147,7072,65847,20167
2020-08-30,GO,11019,9713,9404,11904,9279,7097,66806,20237
2020-08-31,GO,11128,10005,9673,11959,9406,7121,67730,20305
2020-09-01,GO,11238,10306,9951,12014,9528,7144,68618,20371
2020-09-02,GO,11349,10616,10236,12068,9644,7166,69466,20434
2020-09-03,GO,11461,10934,10529,12123,9754,7188,70273,20495
2020-09-04,GO,11574,11262,10830,12177,9859,7208,71037,20553
2020-09-05,GO,11687,11598,11139,12232,9957,7228,71754,20608
2020-09-06,GO,11801,11944,11456,12286,10048,7247,72424,20662
2020-09-07,GO,11915,12300,11783,12341,10132,7264,73045,20712
2020-09-08,GO,12030,12666,12118,12395,10210,7281,73613,20760
2020-09-09,GO,12146,13042,12462,12450,10279,7297,74129,20805
2020-09-10,GO,12263,13428,12815,12504,10342,7312,74590,20847
2020-09-11,GO,12380,13825,13179,12558,10396,7326,74995,20887
2020-09-12,GO,12498,14233,13551,12612,10442,7339,75343,20924
2020-09-13,GO,12617,14652,13934,12666,10481,7352,75633,20958
2020-09-14,GO,12736,15082,14327,12720,10511,7363,75863,20990
2020-09-15,GO,12856,15524,14731,12774,10532,7373,76034,21019
2020-09-16,GO,12977,15978,15145,12828,10546,7382,76145,21045
2020-09-17,GO,13098,16444,15570,12882,10551,7391,76196,21068
2020-09-18,GO,13220,16922,16007,12935,10547,7398,76186,21088
2020-09-19,GO,13342,17413,16454,12989,10536,7404,76115,21106
2020-09-20,GO,13465,17918,16914,13042,10516,7409,75985,21121
2020-09-21,GO,13589,18435,17386,13096,10487,7414,75794,21133
2020-09-22,GO,13713,18965,17869,13149,10451,7417,75545,21142
2020-09-23,GO,13838,19510,18366,13202,10407,7419,75238,21148
2020-09-24,GO,13963,20068,18875,13255,10354,7421,74874,21151
2020-09-25,GO,14089,20641,19397,13308,10294,7421,74454,21152
2020-09-26,GO,14216,21228,19932,13360,10227,7420,73980,21149
2020-09-27,GO,14343,21830,20481,13413,10152,7419,73452,21144
2020-09-28,GO,14470,22447,21044,13465,10070,7416,72873,21136
2020-09-29,GO,14599,23079,21621,13518,9981,7412,72244,21125
2020-09-30,GO,14727,23726,22212,13570,9886,7408,71568,21112
2020-10-01,GO,14856,24389,22818,13622,9784,7402,70846,21095
2020-10-02,GO,14986,25069,23439,13674,9677,7395,70080,21076
2020-10-03,GO,15116,25764,24075,13725,9563,7388,69273,21054
2020-10-04,GO,15247,26476,24727,13777,9445,7379,68427,21029
2020-10-05,GO,15378,27204,25395,13828,9321,7370,67543,21001
2020-10-06,GO,15509,27950,26078,13879,9193,7359,66626,20970
2020-10-07,GO,15641,28712,26778,13930,9060,7348,65675,20937
2020-10-08,GO,15773,29492,27495,13981,8923,7335,64696,20901
2020-10-09,GO,15906,30289,28229,14032,8783,7322,63688,20863
2020-10-10,GO,16039,31103,28979,14082,8639,7307,62656,20822
2020-10-11,GO,16172,31935,29747,14132,8492,7292,61602,20778
2020-10-12,GO,16306,32786,30533,14182,8343,7276,60527,20731
2020-10-13,GO,16440,33654,31337,14232,8191,7259,59434,20682
2020-10-14,GO,16574,34540,32159,14281,8037,7241,58326,20630
2020-10-15,GO,16709,35445,33000,14331,7881,7222,57205,20576
2020-10-16,GO,16844,36367,33859,14380,7724,7202,56073,20519
2020-10-17,GO,16979,37309,34738,14429,7565,7181,54932,20460
2020-10-18,GO,17115,38268,35635,14477,7406,7160,53785,20398
2020-10-19,GO,17250,39246,36552,14526,7246,7137,52633,20334
2020-10-20,GO,17386,40243,37488,14574,7086,7114,51478,20267
2020-10-21,GO,17522,41258,38444,14622,6926,7090,50322,20198
2020-10-22,GO,17658,42291,39421,14670,6766,7065,49168,20127
2020-10-23,GO,17795,43342,40417,14717,6607,7039,48016,20053
2020-10-24,GO,17931,44412,41434,14764,6448,7013,46868,19977
2020-10-25,GO,18068,45499,42471,14811,6290,6986,45726,19899
2020-10-26,GO,18205,46605,43529,14858,6133,6958,44592,19819
2020-10-27,GO,18342,47728,44607,14904,5977,6929,43466,19737
2020-10-28,GO,18479,48868,45706,14950,5823,6899,42350,19652
2020-10-29,GO,18615,50026,46826,14996,5670,6869,41245,19566
2020-10-30,GO,18752,51201,47967,15041,5520,6838,40153,19477
2020-10-31,GO,18889,52392,49129,15087,5370,6806,39073,19387
2020-11-01,GO,19026,53599,50312,15131,5223,6774,38008,19294
