day,state,suscetivel,exposto,infectado,recuperado
2020-07-07,AM,0.9794731073555153,0.0013799181355505852,0.0018221007405586117,0.017327729920386087
2020-07-08,AM,0.9792496925496567,0.0013700344107110995,0.0018092929435265092,0.01757383624811635
2020-07-09,AM,0.9790279005130037,0.0013602005732440841,0.0017965444979224673,0.017818210567840363
2020-07-10,AM,0.9788077226920701,0.00135041698710075,0.001783855389713707,0.01806086108312605
2020-07-11,AM,0.9785890187696271,0.0013406859631838817,0.001771227990991332,0.01830192342820825
2020-07-12,AM,0.9783721132077879,0.0013310026284634106,0.001758656482035294,0.01854108383372393
2020-07-13,AM,0.978156766285943,0.0013213702996787199,0.0017461453642449972,0.018778574202143954
2020-07-14,AM,0.977942978004092,0.0013117889768298095,0.0017336946376204413,0.01901439453346832
2020-07-15,AM,0.9777307483622353,0.0013022586599166794,0.0017213043021616263,0.01924854482769703
2020-07-16,AM,0.9775200765543738,0.0012927790118670106,0.0017089747188581998,0.01948102586691159
2020-07-17,AM,0.977310957155492,0.0012833477639150321,0.0016967083174586459,0.019711842915144835
2020-07-18,AM,0.9771033871073954,0.00127396466614981,0.0016845054116277347,0.019940998966837552
2020-07-19,AM,0.9768973532355464,0.0012646308279903103,0.001672365109247222,0.02016850697922667
2020-07-20,AM,0.9766928559281169,0.0012553463151711633,0.00166028734271637,0.020394366566006086
2020-07-21,AM,0.9764898678319698,0.0012461124479730122,0.00164827119760434,0.02061860467446343
2020-07-22,AM,0.9762883999984295,0.0012369286216137327,0.001636317109530302,0.020841210422437043
2020-07-23,AM,0.9760884397067272,0.0012277949404339657,0.0016244251258283474,0.02106219637902107
2020-07-24,AM,0.9758899759170734,0.0012187116408881864,0.0016125951522873777,0.021281573441761646
2020-07-25,AM,0.9756929980545475,0.0012096789959664873,0.001600827055552469,0.021499352045944164
2020-07-26,AM,0.9754974955798544,0.001200697272568397,0.0015891207069941237,0.021715542592593555
2020-07-27,AM,0.9753034611978751,0.0011917661829683526,0.001577476408294454,0.021930152362872615
2020-07-28,AM,0.9751108879507606,0.0011828853817809296,0.0015658945058715716,0.022143188313597455
2020-07-29,AM,0.9749197673553711,0.001174054784384845,0.0015543751438270338,0.022354658868427604
2020-07-30,AM,0.9747300909285668,0.0011652743061588155,0.0015429184662623984,0.022564572451022585
2020-07-31,AM,0.9745418502328074,0.0011565437923698589,0.001531524651707933,0.022772937475125418
2020-08-01,AM,0.9743550369337168,0.0011478629296642429,0.001520193956585441,0.022979762332044004
2020-08-02,AM,0.9741696426207871,0.001139231521745684,0.001508926579835063,0.023185055429642703
2020-08-03,AM,0.9739856588787654,0.0011306493796126667,0.0014977227168148065,0.023388825176817632
2020-08-04,AM,0.9738029854345502,0.001122116977399926,0.001486581252180338,0.023591172487880032
2020-08-05,AM,0.9736218503405231,0.001113633006594586,0.001475505013290048,0.0237918677916028
2020-08-06,AM,0.973442074719334,0.0011051987857249158,0.001464491413443044,0.02399109123350858
2020-08-07,AM,0.973263658570983,0.0010968143147909162,0.001453540452639326,0.024188842813597383
2020-08-08,AM,0.9730866018954698,0.0010884795937925863,0.0014426521308788943,0.024385122531869204
2020-08-09,AM,0.9729109003013119,0.0010801954308606327,0.0014318255108264053,0.024579934909011548
2020-08-10,AM,0.9727365490333546,0.00107196270104946,0.0014210595775229983,0.02477328484008345
2020-08-11,AM,0.9725635406894693,0.0010637806201076127,0.0014103550330382892,0.024965179809395374
2020-08-12,AM,0.9723918664731317,0.0010556482554060307,0.0013997127123788462,0.025155628711093954
2020-08-13,AM,0.9722215209622137,0.0010475653790938786,0.0013891327553230792,0.02534463705537981
2020-08-14,AM,0.9720524894442425,0.0010395313757198537,0.001378615538120151,0.025532219793927998
2020-08-15,AM,0.9718847742224094,0.0010315465309526566,0.0013681607843338292,0.025718374614314504
2020-08-16,AM,0.9717183630756282,0.0010236107165360944,0.0013577683664509135,0.02590311399339524
2020-08-17,AM,0.9715532458174018,0.0010157236957936825,0.001347438327298979,0.026086448311516
2020-08-18,AM,0.9713894122794375,0.001007885231078861,0.0013371707112296988,0.026268387930264356
